image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth
58,data\real_and_fake_face\training_real\real_00058.jpg,600x600,real,real,,,,
59,data\real_and_fake_face\training_real\real_00059.jpg,600x600,real,real,,,,
60,data\real_and_fake_face\training_real\real_00060.jpg,600x600,real,real,,,,
61,data\real_and_fake_face\training_real\real_00061.jpg,600x600,real,real,,,,
62,data\real_and_fake_face\training_real\real_00062.jpg,600x600,real,real,,,,
63,data\real_and_fake_face\training_real\real_00063.jpg,600x600,real,real,,,,
64,data\real_and_fake_face\training_real\real_00064.jpg,600x600,real,real,,,,
65,data\real_and_fake_face\training_real\real_00065.jpg,600x600,real,real,,,,
66,data\real_and_fake_face\training_real\real_00066.jpg,600x600,real,real,,,,
67,data\real_and_fake_face\training_real\real_00067.jpg,600x600,real,real,,,,
68,data\real_and_fake_face\training_real\real_00068.jpg,600x600,real,real,,,,
69,data\real_and_fake_face\training_real\real_00069.jpg,600x600,real,real,,,,
70,data\real_and_fake_face\training_real\real_00070.jpg,600x600,real,real,,,,
71,data\real_and_fake_face\training_real\real_00071.jpg,600x600,real,real,,,,
72,data\real_and_fake_face\training_real\real_00072.jpg,600x600,real,real,,,,
73,data\real_and_fake_face\training_real\real_00073.jpg,600x600,real,real,,,,
74,data\real_and_fake_face\training_real\real_00074.jpg,600x600,real,real,,,,
75,data\real_and_fake_face\training_real\real_00075.jpg,600x600,real,real,,,,
76,data\real_and_fake_face\training_real\real_00076.jpg,600x600,real,real,,,,
77,data\real_and_fake_face\training_real\real_00077.jpg,600x600,real,real,,,,
78,data\real_and_fake_face\training_real\real_00078.jpg,600x600,real,real,,,,
79,data\real_and_fake_face\training_real\real_00079.jpg,600x600,real,real,,,,
80,data\real_and_fake_face\training_real\real_00080.jpg,600x600,real,real,,,,
81,data\real_and_fake_face\training_real\real_00081.jpg,600x600,real,real,,,,
82,data\real_and_fake_face\training_real\real_00082.jpg,600x600,real,real,,,,
83,data\real_and_fake_face\training_real\real_00083.jpg,600x600,real,real,,,,
84,data\real_and_fake_face\training_real\real_00084.jpg,600x600,real,real,,,,
85,data\real_and_fake_face\training_real\real_00085.jpg,600x600,real,real,,,,
86,data\real_and_fake_face\training_real\real_00086.jpg,600x600,real,real,,,,
87,data\real_and_fake_face\training_real\real_00087.jpg,600x600,real,real,,,,
88,data\real_and_fake_face\training_real\real_00088.jpg,600x600,real,real,,,,
89,data\real_and_fake_face\training_real\real_00089.jpg,600x600,real,real,,,,
90,data\real_and_fake_face\training_real\real_00090.jpg,600x600,real,real,,,,
91,data\real_and_fake_face\training_real\real_00091.jpg,600x600,real,real,,,,
92,data\real_and_fake_face\training_real\real_00092.jpg,600x600,real,real,,,,
93,data\real_and_fake_face\training_real\real_00093.jpg,600x600,real,real,,,,
94,data\real_and_fake_face\training_real\real_00094.jpg,600x600,real,real,,,,
95,data\real_and_fake_face\training_real\real_00095.jpg,600x600,real,real,,,,
96,data\real_and_fake_face\training_real\real_00096.jpg,600x600,real,real,,,,
97,data\real_and_fake_face\training_real\real_00097.jpg,600x600,real,real,,,,
98,data\real_and_fake_face\training_real\real_00098.jpg,600x600,real,real,,,,
99,data\real_and_fake_face\training_real\real_00099.jpg,600x600,real,real,,,,
100,data\real_and_fake_face\training_real\real_00100.jpg,600x600,real,real,,,,
101,data\real_and_fake_face\training_real\real_00101.jpg,600x600,real,real,,,,
102,data\real_and_fake_face\training_real\real_00102.jpg,600x600,real,real,,,,
103,data\real_and_fake_face\training_real\real_00103.jpg,600x600,real,real,,,,
104,data\real_and_fake_face\training_real\real_00104.jpg,600x600,real,real,,,,
105,data\real_and_fake_face\training_real\real_00105.jpg,600x600,real,real,,,,
106,data\real_and_fake_face\training_real\real_00106.jpg,600x600,real,real,,,,
107,data\real_and_fake_face\training_real\real_00107.jpg,600x600,real,real,,,,
108,data\real_and_fake_face\training_real\real_00108.jpg,600x600,real,real,,,,
109,data\real_and_fake_face\training_real\real_00109.jpg,600x600,real,real,,,,
110,data\real_and_fake_face\training_real\real_00110.jpg,600x600,real,real,,,,
111,data\real_and_fake_face\training_real\real_00111.jpg,600x600,real,real,,,,
112,data\real_and_fake_face\training_real\real_00112.jpg,600x600,real,real,,,,
113,data\real_and_fake_face\training_real\real_00113.jpg,600x600,real,real,,,,
114,data\real_and_fake_face\training_real\real_00114.jpg,600x600,real,real,,,,
115,data\real_and_fake_face\training_real\real_00115.jpg,600x600,real,real,,,,
116,data\real_and_fake_face\training_real\real_00116.jpg,600x600,real,real,,,,
117,data\real_and_fake_face\training_real\real_00117.jpg,600x600,real,real,,,,
118,data\real_and_fake_face\training_real\real_00118.jpg,600x600,real,real,,,,
119,data\real_and_fake_face\training_real\real_00119.jpg,600x600,real,real,,,,
120,data\real_and_fake_face\training_real\real_00120.jpg,600x600,real,real,,,,
121,data\real_and_fake_face\training_real\real_00121.jpg,600x600,real,real,,,,
122,data\real_and_fake_face\training_real\real_00122.jpg,600x600,real,real,,,,
123,data\real_and_fake_face\training_real\real_00123.jpg,600x600,real,real,,,,
124,data\real_and_fake_face\training_real\real_00124.jpg,600x600,real,real,,,,
125,data\real_and_fake_face\training_real\real_00125.jpg,600x600,real,real,,,,
126,data\real_and_fake_face\training_real\real_00126.jpg,600x600,real,real,,,,
127,data\real_and_fake_face\training_real\real_00127.jpg,600x600,real,real,,,,
128,data\real_and_fake_face\training_real\real_00128.jpg,600x600,real,real,,,,
129,data\real_and_fake_face\training_real\real_00129.jpg,600x600,real,real,,,,
130,data\real_and_fake_face\training_real\real_00130.jpg,600x600,real,real,,,,
131,data\real_and_fake_face\training_real\real_00131.jpg,600x600,real,real,,,,
132,data\real_and_fake_face\training_real\real_00132.jpg,600x600,real,real,,,,
133,data\real_and_fake_face\training_real\real_00133.jpg,600x600,real,real,,,,
134,data\real_and_fake_face\training_real\real_00134.jpg,600x600,real,real,,,,
135,data\real_and_fake_face\training_real\real_00135.jpg,600x600,real,real,,,,
136,data\real_and_fake_face\training_real\real_00136.jpg,600x600,real,real,,,,
137,data\real_and_fake_face\training_real\real_00137.jpg,600x600,real,real,,,,
138,data\real_and_fake_face\training_real\real_00138.jpg,600x600,real,real,,,,
139,data\real_and_fake_face\training_real\real_00139.jpg,600x600,real,real,,,,
140,data\real_and_fake_face\training_real\real_00140.jpg,600x600,real,real,,,,
141,data\real_and_fake_face\training_real\real_00141.jpg,600x600,real,real,,,,
142,data\real_and_fake_face\training_real\real_00142.jpg,600x600,real,real,,,,
143,data\real_and_fake_face\training_real\real_00143.jpg,600x600,real,real,,,,
144,data\real_and_fake_face\training_real\real_00144.jpg,600x600,real,real,,,,
145,data\real_and_fake_face\training_real\real_00145.jpg,600x600,real,real,,,,
146,data\real_and_fake_face\training_real\real_00146.jpg,600x600,real,real,,,,
147,data\real_and_fake_face\training_real\real_00147.jpg,600x600,real,real,,,,
148,data\real_and_fake_face\training_real\real_00148.jpg,600x600,real,real,,,,
149,data\real_and_fake_face\training_real\real_00149.jpg,600x600,real,real,,,,
150,data\real_and_fake_face\training_real\real_00150.jpg,600x600,real,real,,,,
151,data\real_and_fake_face\training_real\real_00151.jpg,600x600,real,real,,,,
152,data\real_and_fake_face\training_real\real_00152.jpg,600x600,real,real,,,,
153,data\real_and_fake_face\training_real\real_00153.jpg,600x600,real,real,,,,
154,data\real_and_fake_face\training_real\real_00154.jpg,600x600,real,real,,,,
155,data\real_and_fake_face\training_real\real_00155.jpg,600x600,real,real,,,,
156,data\real_and_fake_face\training_real\real_00156.jpg,600x600,real,real,,,,
157,data\real_and_fake_face\training_real\real_00157.jpg,600x600,real,real,,,,
158,data\real_and_fake_face\training_real\real_00158.jpg,600x600,real,real,,,,
159,data\real_and_fake_face\training_real\real_00159.jpg,600x600,real,real,,,,
160,data\real_and_fake_face\training_real\real_00160.jpg,600x600,real,real,,,,
161,data\real_and_fake_face\training_real\real_00161.jpg,600x600,real,real,,,,
162,data\real_and_fake_face\training_real\real_00162.jpg,600x600,real,real,,,,
163,data\real_and_fake_face\training_real\real_00163.jpg,600x600,real,real,,,,
164,data\real_and_fake_face\training_real\real_00164.jpg,600x600,real,real,,,,
165,data\real_and_fake_face\training_real\real_00165.jpg,600x600,real,real,,,,
166,data\real_and_fake_face\training_real\real_00166.jpg,600x600,real,real,,,,
167,data\real_and_fake_face\training_real\real_00167.jpg,600x600,real,real,,,,
168,data\real_and_fake_face\training_real\real_00168.jpg,600x600,real,real,,,,
169,data\real_and_fake_face\training_real\real_00169.jpg,600x600,real,real,,,,
170,data\real_and_fake_face\training_real\real_00170.jpg,600x600,real,real,,,,
171,data\real_and_fake_face\training_real\real_00171.jpg,600x600,real,real,,,,
172,data\real_and_fake_face\training_real\real_00172.jpg,600x600,real,real,,,,
173,data\real_and_fake_face\training_real\real_00173.jpg,600x600,real,real,,,,
174,data\real_and_fake_face\training_real\real_00174.jpg,600x600,real,real,,,,
175,data\real_and_fake_face\training_real\real_00175.jpg,600x600,real,real,,,,
176,data\real_and_fake_face\training_real\real_00176.jpg,600x600,real,real,,,,
177,data\real_and_fake_face\training_real\real_00177.jpg,600x600,real,real,,,,
178,data\real_and_fake_face\training_real\real_00178.jpg,600x600,real,real,,,,
179,data\real_and_fake_face\training_real\real_00179.jpg,600x600,real,real,,,,
180,data\real_and_fake_face\training_real\real_00180.jpg,600x600,real,real,,,,
181,data\real_and_fake_face\training_real\real_00181.jpg,600x600,real,real,,,,
182,data\real_and_fake_face\training_real\real_00182.jpg,600x600,real,real,,,,
183,data\real_and_fake_face\training_real\real_00183.jpg,600x600,real,real,,,,
184,data\real_and_fake_face\training_real\real_00184.jpg,600x600,real,real,,,,
185,data\real_and_fake_face\training_real\real_00185.jpg,600x600,real,real,,,,
186,data\real_and_fake_face\training_real\real_00186.jpg,600x600,real,real,,,,
187,data\real_and_fake_face\training_real\real_00187.jpg,600x600,real,real,,,,
188,data\real_and_fake_face\training_real\real_00188.jpg,600x600,real,real,,,,
189,data\real_and_fake_face\training_real\real_00189.jpg,600x600,real,real,,,,
190,data\real_and_fake_face\training_real\real_00190.jpg,600x600,real,real,,,,
191,data\real_and_fake_face\training_real\real_00191.jpg,600x600,real,real,,,,
192,data\real_and_fake_face\training_real\real_00192.jpg,600x600,real,real,,,,
193,data\real_and_fake_face\training_real\real_00193.jpg,600x600,real,real,,,,
194,data\real_and_fake_face\training_real\real_00194.jpg,600x600,real,real,,,,
195,data\real_and_fake_face\training_real\real_00195.jpg,600x600,real,real,,,,
196,data\real_and_fake_face\training_real\real_00196.jpg,600x600,real,real,,,,
197,data\real_and_fake_face\training_real\real_00197.jpg,600x600,real,real,,,,
198,data\real_and_fake_face\training_real\real_00198.jpg,600x600,real,real,,,,
199,data\real_and_fake_face\training_real\real_00199.jpg,600x600,real,real,,,,
200,data\real_and_fake_face\training_real\real_00200.jpg,600x600,real,real,,,,
201,data\real_and_fake_face\training_real\real_00201.jpg,600x600,real,real,,,,
202,data\real_and_fake_face\training_real\real_00202.jpg,600x600,real,real,,,,
203,data\real_and_fake_face\training_real\real_00203.jpg,600x600,real,real,,,,
204,data\real_and_fake_face\training_real\real_00204.jpg,600x600,real,real,,,,
205,data\real_and_fake_face\training_real\real_00205.jpg,600x600,real,real,,,,
206,data\real_and_fake_face\training_real\real_00206.jpg,600x600,real,real,,,,
207,data\real_and_fake_face\training_real\real_00207.jpg,600x600,real,real,,,,
208,data\real_and_fake_face\training_real\real_00208.jpg,600x600,real,real,,,,
209,data\real_and_fake_face\training_real\real_00209.jpg,600x600,real,real,,,,
210,data\real_and_fake_face\training_real\real_00210.jpg,600x600,real,real,,,,
211,data\real_and_fake_face\training_real\real_00211.jpg,600x600,real,real,,,,
212,data\real_and_fake_face\training_real\real_00212.jpg,600x600,real,real,,,,
213,data\real_and_fake_face\training_real\real_00213.jpg,600x600,real,real,,,,
214,data\real_and_fake_face\training_real\real_00214.jpg,600x600,real,real,,,,
215,data\real_and_fake_face\training_real\real_00215.jpg,600x600,real,real,,,,
216,data\real_and_fake_face\training_real\real_00216.jpg,600x600,real,real,,,,
217,data\real_and_fake_face\training_real\real_00217.jpg,600x600,real,real,,,,
218,data\real_and_fake_face\training_real\real_00218.jpg,600x600,real,real,,,,
219,data\real_and_fake_face\training_real\real_00219.jpg,600x600,real,real,,,,
220,data\real_and_fake_face\training_real\real_00220.jpg,600x600,real,real,,,,
221,data\real_and_fake_face\training_real\real_00221.jpg,600x600,real,real,,,,
222,data\real_and_fake_face\training_real\real_00222.jpg,600x600,real,real,,,,
223,data\real_and_fake_face\training_real\real_00223.jpg,600x600,real,real,,,,
224,data\real_and_fake_face\training_real\real_00224.jpg,600x600,real,real,,,,
225,data\real_and_fake_face\training_real\real_00225.jpg,600x600,real,real,,,,
226,data\real_and_fake_face\training_real\real_00226.jpg,600x600,real,real,,,,
227,data\real_and_fake_face\training_real\real_00227.jpg,600x600,real,real,,,,
228,data\real_and_fake_face\training_real\real_00228.jpg,600x600,real,real,,,,
229,data\real_and_fake_face\training_real\real_00229.jpg,600x600,real,real,,,,
230,data\real_and_fake_face\training_real\real_00230.jpg,600x600,real,real,,,,
231,data\real_and_fake_face\training_real\real_00231.jpg,600x600,real,real,,,,
232,data\real_and_fake_face\training_real\real_00232.jpg,600x600,real,real,,,,
233,data\real_and_fake_face\training_real\real_00233.jpg,600x600,real,real,,,,
234,data\real_and_fake_face\training_real\real_00234.jpg,600x600,real,real,,,,
235,data\real_and_fake_face\training_real\real_00235.jpg,600x600,real,real,,,,
236,data\real_and_fake_face\training_real\real_00236.jpg,600x600,real,real,,,,
237,data\real_and_fake_face\training_real\real_00237.jpg,600x600,real,real,,,,
238,data\real_and_fake_face\training_real\real_00238.jpg,600x600,real,real,,,,
239,data\real_and_fake_face\training_real\real_00239.jpg,600x600,real,real,,,,
240,data\real_and_fake_face\training_real\real_00240.jpg,600x600,real,real,,,,
241,data\real_and_fake_face\training_real\real_00241.jpg,600x600,real,real,,,,
242,data\real_and_fake_face\training_real\real_00242.jpg,600x600,real,real,,,,
243,data\real_and_fake_face\training_real\real_00243.jpg,600x600,real,real,,,,
244,data\real_and_fake_face\training_real\real_00244.jpg,600x600,real,real,,,,
245,data\real_and_fake_face\training_real\real_00245.jpg,600x600,real,real,,,,
246,data\real_and_fake_face\training_real\real_00246.jpg,600x600,real,real,,,,
247,data\real_and_fake_face\training_real\real_00247.jpg,600x600,real,real,,,,
248,data\real_and_fake_face\training_real\real_00248.jpg,600x600,real,real,,,,
249,data\real_and_fake_face\training_real\real_00249.jpg,600x600,real,real,,,,
250,data\real_and_fake_face\training_real\real_00250.jpg,600x600,real,real,,,,
251,data\real_and_fake_face\training_real\real_00251.jpg,600x600,real,real,,,,
252,data\real_and_fake_face\training_real\real_00252.jpg,600x600,real,real,,,,
253,data\real_and_fake_face\training_real\real_00253.jpg,600x600,real,real,,,,
254,data\real_and_fake_face\training_real\real_00254.jpg,600x600,real,real,,,,
255,data\real_and_fake_face\training_real\real_00255.jpg,600x600,real,real,,,,
256,data\real_and_fake_face\training_real\real_00256.jpg,600x600,real,real,,,,
257,data\real_and_fake_face\training_real\real_00257.jpg,600x600,real,real,,,,
258,data\real_and_fake_face\training_real\real_00258.jpg,600x600,real,real,,,,
259,data\real_and_fake_face\training_real\real_00259.jpg,600x600,real,real,,,,
260,data\real_and_fake_face\training_real\real_00260.jpg,600x600,real,real,,,,
261,data\real_and_fake_face\training_real\real_00261.jpg,600x600,real,real,,,,
262,data\real_and_fake_face\training_real\real_00262.jpg,600x600,real,real,,,,
263,data\real_and_fake_face\training_real\real_00263.jpg,600x600,real,real,,,,
264,data\real_and_fake_face\training_real\real_00264.jpg,600x600,real,real,,,,
265,data\real_and_fake_face\training_real\real_00265.jpg,600x600,real,real,,,,
266,data\real_and_fake_face\training_real\real_00266.jpg,600x600,real,real,,,,
267,data\real_and_fake_face\training_real\real_00267.jpg,600x600,real,real,,,,
268,data\real_and_fake_face\training_real\real_00268.jpg,600x600,real,real,,,,
269,data\real_and_fake_face\training_real\real_00269.jpg,600x600,real,real,,,,
270,data\real_and_fake_face\training_real\real_00270.jpg,600x600,real,real,,,,
271,data\real_and_fake_face\training_real\real_00271.jpg,600x600,real,real,,,,
272,data\real_and_fake_face\training_real\real_00272.jpg,600x600,real,real,,,,
273,data\real_and_fake_face\training_real\real_00273.jpg,600x600,real,real,,,,
274,data\real_and_fake_face\training_real\real_00274.jpg,600x600,real,real,,,,
275,data\real_and_fake_face\training_real\real_00275.jpg,600x600,real,real,,,,
276,data\real_and_fake_face\training_real\real_00276.jpg,600x600,real,real,,,,
277,data\real_and_fake_face\training_real\real_00277.jpg,600x600,real,real,,,,
278,data\real_and_fake_face\training_real\real_00278.jpg,600x600,real,real,,,,
279,data\real_and_fake_face\training_real\real_00279.jpg,600x600,real,real,,,,
280,data\real_and_fake_face\training_real\real_00280.jpg,600x600,real,real,,,,
281,data\real_and_fake_face\training_real\real_00281.jpg,600x600,real,real,,,,
282,data\real_and_fake_face\training_real\real_00282.jpg,600x600,real,real,,,,
283,data\real_and_fake_face\training_real\real_00283.jpg,600x600,real,real,,,,
284,data\real_and_fake_face\training_real\real_00284.jpg,600x600,real,real,,,,
285,data\real_and_fake_face\training_real\real_00285.jpg,600x600,real,real,,,,
286,data\real_and_fake_face\training_real\real_00286.jpg,600x600,real,real,,,,
287,data\real_and_fake_face\training_real\real_00287.jpg,600x600,real,real,,,,
288,data\real_and_fake_face\training_real\real_00288.jpg,600x600,real,real,,,,
289,data\real_and_fake_face\training_real\real_00289.jpg,600x600,real,real,,,,
290,data\real_and_fake_face\training_real\real_00290.jpg,600x600,real,real,,,,
291,data\real_and_fake_face\training_real\real_00291.jpg,600x600,real,real,,,,
292,data\real_and_fake_face\training_real\real_00292.jpg,600x600,real,real,,,,
293,data\real_and_fake_face\training_real\real_00293.jpg,600x600,real,real,,,,
294,data\real_and_fake_face\training_real\real_00294.jpg,600x600,real,real,,,,
295,data\real_and_fake_face\training_real\real_00295.jpg,600x600,real,real,,,,
296,data\real_and_fake_face\training_real\real_00296.jpg,600x600,real,real,,,,
297,data\real_and_fake_face\training_real\real_00297.jpg,600x600,real,real,,,,
298,data\real_and_fake_face\training_real\real_00298.jpg,600x600,real,real,,,,
299,data\real_and_fake_face\training_real\real_00299.jpg,600x600,real,real,,,,
300,data\real_and_fake_face\training_real\real_00300.jpg,600x600,real,real,,,,
301,data\real_and_fake_face\training_real\real_00301.jpg,600x600,real,real,,,,
302,data\real_and_fake_face\training_real\real_00302.jpg,600x600,real,real,,,,
303,data\real_and_fake_face\training_real\real_00303.jpg,600x600,real,real,,,,
304,data\real_and_fake_face\training_real\real_00304.jpg,600x600,real,real,,,,
305,data\real_and_fake_face\training_real\real_00305.jpg,600x600,real,real,,,,
306,data\real_and_fake_face\training_real\real_00306.jpg,600x600,real,real,,,,
307,data\real_and_fake_face\training_real\real_00307.jpg,600x600,real,real,,,,
308,data\real_and_fake_face\training_real\real_00308.jpg,600x600,real,real,,,,
309,data\real_and_fake_face\training_real\real_00309.jpg,600x600,real,real,,,,
310,data\real_and_fake_face\training_real\real_00310.jpg,600x600,real,real,,,,
311,data\real_and_fake_face\training_real\real_00311.jpg,600x600,real,real,,,,
312,data\real_and_fake_face\training_real\real_00312.jpg,600x600,real,real,,,,
313,data\real_and_fake_face\training_real\real_00313.jpg,600x600,real,real,,,,
314,data\real_and_fake_face\training_real\real_00314.jpg,600x600,real,real,,,,
315,data\real_and_fake_face\training_real\real_00315.jpg,600x600,real,real,,,,
316,data\real_and_fake_face\training_real\real_00316.jpg,600x600,real,real,,,,
317,data\real_and_fake_face\training_real\real_00317.jpg,600x600,real,real,,,,
318,data\real_and_fake_face\training_real\real_00318.jpg,600x600,real,real,,,,
319,data\real_and_fake_face\training_real\real_00319.jpg,600x600,real,real,,,,
320,data\real_and_fake_face\training_real\real_00320.jpg,600x600,real,real,,,,
321,data\real_and_fake_face\training_real\real_00321.jpg,600x600,real,real,,,,
322,data\real_and_fake_face\training_real\real_00322.jpg,600x600,real,real,,,,
323,data\real_and_fake_face\training_real\real_00323.jpg,600x600,real,real,,,,
324,data\real_and_fake_face\training_real\real_00324.jpg,600x600,real,real,,,,
325,data\real_and_fake_face\training_real\real_00325.jpg,600x600,real,real,,,,
326,data\real_and_fake_face\training_real\real_00326.jpg,600x600,real,real,,,,
327,data\real_and_fake_face\training_real\real_00327.jpg,600x600,real,real,,,,
328,data\real_and_fake_face\training_real\real_00328.jpg,600x600,real,real,,,,
329,data\real_and_fake_face\training_real\real_00329.jpg,600x600,real,real,,,,
330,data\real_and_fake_face\training_real\real_00330.jpg,600x600,real,real,,,,
331,data\real_and_fake_face\training_real\real_00331.jpg,600x600,real,real,,,,
332,data\real_and_fake_face\training_real\real_00332.jpg,600x600,real,real,,,,
333,data\real_and_fake_face\training_real\real_00333.jpg,600x600,real,real,,,,
334,data\real_and_fake_face\training_real\real_00334.jpg,600x600,real,real,,,,
335,data\real_and_fake_face\training_real\real_00335.jpg,600x600,real,real,,,,
336,data\real_and_fake_face\training_real\real_00336.jpg,600x600,real,real,,,,
337,data\real_and_fake_face\training_real\real_00337.jpg,600x600,real,real,,,,
338,data\real_and_fake_face\training_real\real_00338.jpg,600x600,real,real,,,,
339,data\real_and_fake_face\training_real\real_00339.jpg,600x600,real,real,,,,
340,data\real_and_fake_face\training_real\real_00340.jpg,600x600,real,real,,,,
341,data\real_and_fake_face\training_real\real_00341.jpg,600x600,real,real,,,,
342,data\real_and_fake_face\training_real\real_00342.jpg,600x600,real,real,,,,
343,data\real_and_fake_face\training_real\real_00343.jpg,600x600,real,real,,,,
344,data\real_and_fake_face\training_real\real_00344.jpg,600x600,real,real,,,,
345,data\real_and_fake_face\training_real\real_00345.jpg,600x600,real,real,,,,
346,data\real_and_fake_face\training_real\real_00346.jpg,600x600,real,real,,,,
347,data\real_and_fake_face\training_real\real_00347.jpg,600x600,real,real,,,,
348,data\real_and_fake_face\training_real\real_00348.jpg,600x600,real,real,,,,
349,data\real_and_fake_face\training_real\real_00349.jpg,600x600,real,real,,,,
350,data\real_and_fake_face\training_real\real_00350.jpg,600x600,real,real,,,,
351,data\real_and_fake_face\training_real\real_00351.jpg,600x600,real,real,,,,
352,data\real_and_fake_face\training_real\real_00352.jpg,600x600,real,real,,,,
353,data\real_and_fake_face\training_real\real_00353.jpg,600x600,real,real,,,,
354,data\real_and_fake_face\training_real\real_00354.jpg,600x600,real,real,,,,
355,data\real_and_fake_face\training_real\real_00355.jpg,600x600,real,real,,,,
356,data\real_and_fake_face\training_real\real_00356.jpg,600x600,real,real,,,,
357,data\real_and_fake_face\training_real\real_00357.jpg,600x600,real,real,,,,
358,data\real_and_fake_face\training_real\real_00358.jpg,600x600,real,real,,,,
359,data\real_and_fake_face\training_real\real_00359.jpg,600x600,real,real,,,,
360,data\real_and_fake_face\training_real\real_00360.jpg,600x600,real,real,,,,
361,data\real_and_fake_face\training_real\real_00361.jpg,600x600,real,real,,,,
362,data\real_and_fake_face\training_real\real_00362.jpg,600x600,real,real,,,,
363,data\real_and_fake_face\training_real\real_00363.jpg,600x600,real,real,,,,
364,data\real_and_fake_face\training_real\real_00364.jpg,600x600,real,real,,,,
365,data\real_and_fake_face\training_real\real_00365.jpg,600x600,real,real,,,,
366,data\real_and_fake_face\training_real\real_00366.jpg,600x600,real,real,,,,
