image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth
68,data\real_and_fake_face\training_fake\easy_161_1101.jpg,600x600,fake,easy,1,1,0,1
69,data\real_and_fake_face\training_fake\easy_162_0001.jpg,600x600,fake,easy,0,0,0,1
70,data\real_and_fake_face\training_fake\easy_163_1001.jpg,600x600,fake,easy,1,0,0,1
71,data\real_and_fake_face\training_fake\easy_164_1111.jpg,600x600,fake,easy,1,1,1,1
72,data\real_and_fake_face\training_fake\easy_165_1010.jpg,600x600,fake,easy,1,0,1,0
73,data\real_and_fake_face\training_fake\easy_166_1100.jpg,600x600,fake,easy,1,1,0,0
74,data\real_and_fake_face\training_fake\easy_167_0110.jpg,600x600,fake,easy,0,1,1,0
75,data\real_and_fake_face\training_fake\easy_168_0010.jpg,600x600,fake,easy,0,0,1,0
76,data\real_and_fake_face\training_fake\easy_169_1100.jpg,600x600,fake,easy,1,1,0,0
77,data\real_and_fake_face\training_fake\easy_16_1111.jpg,600x600,fake,easy,1,1,1,1
78,data\real_and_fake_face\training_fake\easy_170_0010.jpg,600x600,fake,easy,0,0,1,0
79,data\real_and_fake_face\training_fake\easy_171_1100.jpg,600x600,fake,easy,1,1,0,0
80,data\real_and_fake_face\training_fake\easy_172_1001.jpg,600x600,fake,easy,1,0,0,1
81,data\real_and_fake_face\training_fake\easy_173_0111.jpg,600x600,fake,easy,0,1,1,1
82,data\real_and_fake_face\training_fake\easy_174_1110.jpg,600x600,fake,easy,1,1,1,0
83,data\real_and_fake_face\training_fake\easy_175_0001.jpg,600x600,fake,easy,0,0,0,1
84,data\real_and_fake_face\training_fake\easy_176_1000.jpg,600x600,fake,easy,1,0,0,0
85,data\real_and_fake_face\training_fake\easy_177_1010.jpg,600x600,fake,easy,1,0,1,0
86,data\real_and_fake_face\training_fake\easy_178_1111.jpg,600x600,fake,easy,1,1,1,1
87,data\real_and_fake_face\training_fake\easy_179_0001.jpg,600x600,fake,easy,0,0,0,1
88,data\real_and_fake_face\training_fake\easy_17_0011.jpg,600x600,fake,easy,0,0,1,1
89,data\real_and_fake_face\training_fake\easy_180_0011.jpg,600x600,fake,easy,0,0,1,1
90,data\real_and_fake_face\training_fake\easy_181_1110.jpg,600x600,fake,easy,1,1,1,0
91,data\real_and_fake_face\training_fake\easy_182_0100.jpg,600x600,fake,easy,0,1,0,0
92,data\real_and_fake_face\training_fake\easy_183_1111.jpg,600x600,fake,easy,1,1,1,1
93,data\real_and_fake_face\training_fake\easy_184_0110.jpg,600x600,fake,easy,0,1,1,0
94,data\real_and_fake_face\training_fake\easy_185_1101.jpg,600x600,fake,easy,1,1,0,1
95,data\real_and_fake_face\training_fake\easy_186_1001.jpg,600x600,fake,easy,1,0,0,1
96,data\real_and_fake_face\training_fake\easy_187_1110.jpg,600x600,fake,easy,1,1,1,0
97,data\real_and_fake_face\training_fake\easy_188_1111.jpg,600x600,fake,easy,1,1,1,1
98,data\real_and_fake_face\training_fake\easy_189_1101.jpg,600x600,fake,easy,1,1,0,1
99,data\real_and_fake_face\training_fake\easy_18_0011.jpg,600x600,fake,easy,0,0,1,1
100,data\real_and_fake_face\training_fake\easy_190_0101.jpg,600x600,fake,easy,0,1,0,1
101,data\real_and_fake_face\training_fake\easy_191_0001.jpg,600x600,fake,easy,0,0,0,1
102,data\real_and_fake_face\training_fake\easy_192_1000.jpg,600x600,fake,easy,1,0,0,0
103,data\real_and_fake_face\training_fake\easy_193_1110.jpg,600x600,fake,easy,1,1,1,0
104,data\real_and_fake_face\training_fake\easy_194_1011.jpg,600x600,fake,easy,1,0,1,1
105,data\real_and_fake_face\training_fake\easy_195_1110.jpg,600x600,fake,easy,1,1,1,0
106,data\real_and_fake_face\training_fake\easy_196_0010.jpg,600x600,fake,easy,0,0,1,0
107,data\real_and_fake_face\training_fake\easy_197_1111.jpg,600x600,fake,easy,1,1,1,1
108,data\real_and_fake_face\training_fake\easy_198_0011.jpg,600x600,fake,easy,0,0,1,1
109,data\real_and_fake_face\training_fake\easy_199_1100.jpg,600x600,fake,easy,1,1,0,0
110,data\real_and_fake_face\training_fake\easy_19_0111.jpg,600x600,fake,easy,0,1,1,1
111,data\real_and_fake_face\training_fake\easy_1_1110.jpg,600x600,fake,easy,1,1,1,0
112,data\real_and_fake_face\training_fake\easy_200_1110.jpg,600x600,fake,easy,1,1,1,0
113,data\real_and_fake_face\training_fake\easy_201_0001.jpg,600x600,fake,easy,0,0,0,1
114,data\real_and_fake_face\training_fake\easy_202_0011.jpg,600x600,fake,easy,0,0,1,1
115,data\real_and_fake_face\training_fake\easy_203_0111.jpg,600x600,fake,easy,0,1,1,1
116,data\real_and_fake_face\training_fake\easy_204_0101.jpg,600x600,fake,easy,0,1,0,1
117,data\real_and_fake_face\training_fake\easy_205_1110.jpg,600x600,fake,easy,1,1,1,0
118,data\real_and_fake_face\training_fake\easy_206_0011.jpg,600x600,fake,easy,0,0,1,1
119,data\real_and_fake_face\training_fake\easy_207_1000.jpg,600x600,fake,easy,1,0,0,0
120,data\real_and_fake_face\training_fake\easy_208_1111.jpg,600x600,fake,easy,1,1,1,1
121,data\real_and_fake_face\training_fake\easy_209_0001.jpg,600x600,fake,easy,0,0,0,1
122,data\real_and_fake_face\training_fake\easy_20_1111.jpg,600x600,fake,easy,1,1,1,1
123,data\real_and_fake_face\training_fake\easy_210_1011.jpg,600x600,fake,easy,1,0,1,1
124,data\real_and_fake_face\training_fake\easy_211_1100.jpg,600x600,fake,easy,1,1,0,0
125,data\real_and_fake_face\training_fake\easy_212_0010.jpg,600x600,fake,easy,0,0,1,0
126,data\real_and_fake_face\training_fake\easy_213_1111.jpg,600x600,fake,easy,1,1,1,1
127,data\real_and_fake_face\training_fake\easy_214_0011.jpg,600x600,fake,easy,0,0,1,1
128,data\real_and_fake_face\training_fake\easy_215_1111.jpg,600x600,fake,easy,1,1,1,1
129,data\real_and_fake_face\training_fake\easy_216_1100.jpg,600x600,fake,easy,1,1,0,0
130,data\real_and_fake_face\training_fake\easy_217_1111.jpg,600x600,fake,easy,1,1,1,1
131,data\real_and_fake_face\training_fake\easy_218_0011.jpg,600x600,fake,easy,0,0,1,1
132,data\real_and_fake_face\training_fake\easy_219_1101.jpg,600x600,fake,easy,1,1,0,1
133,data\real_and_fake_face\training_fake\easy_21_0011.jpg,600x600,fake,easy,0,0,1,1
134,data\real_and_fake_face\training_fake\easy_220_1000.jpg,600x600,fake,easy,1,0,0,0
135,data\real_and_fake_face\training_fake\easy_221_0111.jpg,600x600,fake,easy,0,1,1,1
136,data\real_and_fake_face\training_fake\easy_222_0011.jpg,600x600,fake,easy,0,0,1,1
137,data\real_and_fake_face\training_fake\easy_223_0100.jpg,600x600,fake,easy,0,1,0,0
138,data\real_and_fake_face\training_fake\easy_224_1100.jpg,600x600,fake,easy,1,1,0,0
139,data\real_and_fake_face\training_fake\easy_225_0010.jpg,600x600,fake,easy,0,0,1,0
140,data\real_and_fake_face\training_fake\easy_226_1111.jpg,600x600,fake,easy,1,1,1,1
141,data\real_and_fake_face\training_fake\easy_227_1110.jpg,600x600,fake,easy,1,1,1,0
142,data\real_and_fake_face\training_fake\easy_228_0011.jpg,600x600,fake,easy,0,0,1,1
143,data\real_and_fake_face\training_fake\easy_229_1000.jpg,600x600,fake,easy,1,0,0,0
144,data\real_and_fake_face\training_fake\easy_22_1010.jpg,600x600,fake,easy,1,0,1,0
145,data\real_and_fake_face\training_fake\easy_230_1010.jpg,600x600,fake,easy,1,0,1,0
146,data\real_and_fake_face\training_fake\easy_231_1011.jpg,600x600,fake,easy,1,0,1,1
147,data\real_and_fake_face\training_fake\easy_232_1100.jpg,600x600,fake,easy,1,1,0,0
148,data\real_and_fake_face\training_fake\easy_233_0010.jpg,600x600,fake,easy,0,0,1,0
149,data\real_and_fake_face\training_fake\easy_234_1000.jpg,600x600,fake,easy,1,0,0,0
150,data\real_and_fake_face\training_fake\easy_235_1111.jpg,600x600,fake,easy,1,1,1,1
151,data\real_and_fake_face\training_fake\easy_236_1100.jpg,600x600,fake,easy,1,1,0,0
152,data\real_and_fake_face\training_fake\easy_237_0011.jpg,600x600,fake,easy,0,0,1,1
153,data\real_and_fake_face\training_fake\easy_238_1111.jpg,600x600,fake,easy,1,1,1,1
154,data\real_and_fake_face\training_fake\easy_239_1110.jpg,600x600,fake,easy,1,1,1,0
155,data\real_and_fake_face\training_fake\easy_23_1100.jpg,600x600,fake,easy,1,1,0,0
156,data\real_and_fake_face\training_fake\easy_240_1110.jpg,600x600,fake,easy,1,1,1,0
157,data\real_and_fake_face\training_fake\easy_24_0011.jpg,600x600,fake,easy,0,0,1,1
158,data\real_and_fake_face\training_fake\easy_25_0110.jpg,600x600,fake,easy,0,1,1,0
159,data\real_and_fake_face\training_fake\easy_26_1100.jpg,600x600,fake,easy,1,1,0,0
160,data\real_and_fake_face\training_fake\easy_27_1000.jpg,600x600,fake,easy,1,0,0,0
161,data\real_and_fake_face\training_fake\easy_28_1100.jpg,600x600,fake,easy,1,1,0,0
162,data\real_and_fake_face\training_fake\easy_29_0011.jpg,600x600,fake,easy,0,0,1,1
163,data\real_and_fake_face\training_fake\easy_2_1111.jpg,600x600,fake,easy,1,1,1,1
164,data\real_and_fake_face\training_fake\easy_30_1001.jpg,600x600,fake,easy,1,0,0,1
165,data\real_and_fake_face\training_fake\easy_31_0011.jpg,600x600,fake,easy,0,0,1,1
166,data\real_and_fake_face\training_fake\easy_32_1100.jpg,600x600,fake,easy,1,1,0,0
167,data\real_and_fake_face\training_fake\easy_33_0010.jpg,600x600,fake,easy,0,0,1,0
168,data\real_and_fake_face\training_fake\easy_34_1100.jpg,600x600,fake,easy,1,1,0,0
169,data\real_and_fake_face\training_fake\easy_35_0110.jpg,600x600,fake,easy,0,1,1,0
170,data\real_and_fake_face\training_fake\easy_36_1111.jpg,600x600,fake,easy,1,1,1,1
171,data\real_and_fake_face\training_fake\easy_37_0010.jpg,600x600,fake,easy,0,0,1,0
172,data\real_and_fake_face\training_fake\easy_38_0010.jpg,600x600,fake,easy,0,0,1,0
173,data\real_and_fake_face\training_fake\easy_39_0011.jpg,600x600,fake,easy,0,0,1,1
174,data\real_and_fake_face\training_fake\easy_3_1100.jpg,600x600,fake,easy,1,1,0,0
175,data\real_and_fake_face\training_fake\easy_40_1111.jpg,600x600,fake,easy,1,1,1,1
176,data\real_and_fake_face\training_fake\easy_41_0001.jpg,600x600,fake,easy,0,0,0,1
177,data\real_and_fake_face\training_fake\easy_42_0001.jpg,600x600,fake,easy,0,0,0,1
178,data\real_and_fake_face\training_fake\easy_43_1100.jpg,600x600,fake,easy,1,1,0,0
179,data\real_and_fake_face\training_fake\easy_44_0011.jpg,600x600,fake,easy,0,0,1,1
180,data\real_and_fake_face\training_fake\easy_45_1010.jpg,600x600,fake,easy,1,0,1,0
181,data\real_and_fake_face\training_fake\easy_46_1100.jpg,600x600,fake,easy,1,1,0,0
182,data\real_and_fake_face\training_fake\easy_47_1110.jpg,600x600,fake,easy,1,1,1,0
183,data\real_and_fake_face\training_fake\easy_48_0011.jpg,600x600,fake,easy,0,0,1,1
184,data\real_and_fake_face\training_fake\easy_49_1000.jpg,600x600,fake,easy,1,0,0,0
185,data\real_and_fake_face\training_fake\easy_4_0011.jpg,600x600,fake,easy,0,0,1,1
186,data\real_and_fake_face\training_fake\easy_50_0110.jpg,600x600,fake,easy,0,1,1,0
187,data\real_and_fake_face\training_fake\easy_51_1110.jpg,600x600,fake,easy,1,1,1,0
188,data\real_and_fake_face\training_fake\easy_52_1100.jpg,600x600,fake,easy,1,1,0,0
189,data\real_and_fake_face\training_fake\easy_53_0001.jpg,600x600,fake,easy,0,0,0,1
190,data\real_and_fake_face\training_fake\easy_54_1010.jpg,600x600,fake,easy,1,0,1,0
191,data\real_and_fake_face\training_fake\easy_55_0011.jpg,600x600,fake,easy,0,0,1,1
192,data\real_and_fake_face\training_fake\easy_56_1110.jpg,600x600,fake,easy,1,1,1,0
193,data\real_and_fake_face\training_fake\easy_57_0010.jpg,600x600,fake,easy,0,0,1,0
194,data\real_and_fake_face\training_fake\easy_58_0011.jpg,600x600,fake,easy,0,0,1,1
195,data\real_and_fake_face\training_fake\easy_59_0010.jpg,600x600,fake,easy,0,0,1,0
196,data\real_and_fake_face\training_fake\easy_5_1100.jpg,600x600,fake,easy,1,1,0,0
197,data\real_and_fake_face\training_fake\easy_60_1111.jpg,600x600,fake,easy,1,1,1,1
198,data\real_and_fake_face\training_fake\easy_61_0111.jpg,600x600,fake,easy,0,1,1,1
199,data\real_and_fake_face\training_fake\easy_62_0001.jpg,600x600,fake,easy,0,0,0,1
200,data\real_and_fake_face\training_fake\easy_63_1110.jpg,600x600,fake,easy,1,1,1,0
201,data\real_and_fake_face\training_fake\easy_64_1111.jpg,600x600,fake,easy,1,1,1,1
202,data\real_and_fake_face\training_fake\easy_65_1111.jpg,600x600,fake,easy,1,1,1,1
203,data\real_and_fake_face\training_fake\easy_66_1101.jpg,600x600,fake,easy,1,1,0,1
204,data\real_and_fake_face\training_fake\easy_67_0101.jpg,600x600,fake,easy,0,1,0,1
205,data\real_and_fake_face\training_fake\easy_68_1100.jpg,600x600,fake,easy,1,1,0,0
206,data\real_and_fake_face\training_fake\easy_69_1011.jpg,600x600,fake,easy,1,0,1,1
207,data\real_and_fake_face\training_fake\easy_6_1110.jpg,600x600,fake,easy,1,1,1,0
208,data\real_and_fake_face\training_fake\easy_70_0011.jpg,600x600,fake,easy,0,0,1,1
209,data\real_and_fake_face\training_fake\easy_71_1100.jpg,600x600,fake,easy,1,1,0,0
210,data\real_and_fake_face\training_fake\easy_72_1111.jpg,600x600,fake,easy,1,1,1,1
211,data\real_and_fake_face\training_fake\easy_73_1110.jpg,600x600,fake,easy,1,1,1,0
212,data\real_and_fake_face\training_fake\easy_74_0010.jpg,600x600,fake,easy,0,0,1,0
213,data\real_and_fake_face\training_fake\easy_75_1100.jpg,600x600,fake,easy,1,1,0,0
214,data\real_and_fake_face\training_fake\easy_76_1111.jpg,600x600,fake,easy,1,1,1,1
215,data\real_and_fake_face\training_fake\easy_77_0111.jpg,600x600,fake,easy,0,1,1,1
216,data\real_and_fake_face\training_fake\easy_78_1111.jpg,600x600,fake,easy,1,1,1,1
217,data\real_and_fake_face\training_fake\easy_79_0001.jpg,600x600,fake,easy,0,0,0,1
218,data\real_and_fake_face\training_fake\easy_7_1100.jpg,600x600,fake,easy,1,1,0,0
219,data\real_and_fake_face\training_fake\easy_80_0001.jpg,600x600,fake,easy,0,0,0,1
220,data\real_and_fake_face\training_fake\easy_81_1111.jpg,600x600,fake,easy,1,1,1,1
221,data\real_and_fake_face\training_fake\easy_82_0001.jpg,600x600,fake,easy,0,0,0,1
222,data\real_and_fake_face\training_fake\easy_83_1110.jpg,600x600,fake,easy,1,1,1,0
223,data\real_and_fake_face\training_fake\easy_84_0011.jpg,600x600,fake,easy,0,0,1,1
224,data\real_and_fake_face\training_fake\easy_85_1111.jpg,600x600,fake,easy,1,1,1,1
225,data\real_and_fake_face\training_fake\easy_86_0011.jpg,600x600,fake,easy,0,0,1,1
226,data\real_and_fake_face\training_fake\easy_87_0110.jpg,600x600,fake,easy,0,1,1,0
227,data\real_and_fake_face\training_fake\easy_88_0011.jpg,600x600,fake,easy,0,0,1,1
228,data\real_and_fake_face\training_fake\easy_89_0010.jpg,600x600,fake,easy,0,0,1,0
229,data\real_and_fake_face\training_fake\easy_8_0010.jpg,600x600,fake,easy,0,0,1,0
230,data\real_and_fake_face\training_fake\easy_90_1111.jpg,600x600,fake,easy,1,1,1,1
231,data\real_and_fake_face\training_fake\easy_91_1000.jpg,600x600,fake,easy,1,0,0,0
232,data\real_and_fake_face\training_fake\easy_92_0011.jpg,600x600,fake,easy,0,0,1,1
233,data\real_and_fake_face\training_fake\easy_93_1010.jpg,600x600,fake,easy,1,0,1,0
234,data\real_and_fake_face\training_fake\easy_94_0001.jpg,600x600,fake,easy,0,0,0,1
235,data\real_and_fake_face\training_fake\easy_95_0101.jpg,600x600,fake,easy,0,1,0,1
236,data\real_and_fake_face\training_fake\easy_96_0011.jpg,600x600,fake,easy,0,0,1,1
237,data\real_and_fake_face\training_fake\easy_97_1111.jpg,600x600,fake,easy,1,1,1,1
238,data\real_and_fake_face\training_fake\easy_98_0001.jpg,600x600,fake,easy,0,0,0,1
239,data\real_and_fake_face\training_fake\easy_99_0101.jpg,600x600,fake,easy,0,1,0,1
240,data\real_and_fake_face\training_fake\easy_9_1010.jpg,600x600,fake,easy,1,0,1,0
241,data\real_and_fake_face\training_fake\hard_100_1111.jpg,600x600,fake,hard,1,1,1,1
242,data\real_and_fake_face\training_fake\hard_101_0011.jpg,600x600,fake,hard,0,0,1,1
243,data\real_and_fake_face\training_fake\hard_102_1001.jpg,600x600,fake,hard,1,0,0,1
244,data\real_and_fake_face\training_fake\hard_103_1101.jpg,600x600,fake,hard,1,1,0,1
245,data\real_and_fake_face\training_fake\hard_104_1001.jpg,600x600,fake,hard,1,0,0,1
246,data\real_and_fake_face\training_fake\hard_105_1011.jpg,600x600,fake,hard,1,0,1,1
247,data\real_and_fake_face\training_fake\hard_106_1100.jpg,600x600,fake,hard,1,1,0,0
248,data\real_and_fake_face\training_fake\hard_107_1111.jpg,600x600,fake,hard,1,1,1,1
249,data\real_and_fake_face\training_fake\hard_108_1111.jpg,600x600,fake,hard,1,1,1,1
250,data\real_and_fake_face\training_fake\hard_109_1100.jpg,600x600,fake,hard,1,1,0,0
251,data\real_and_fake_face\training_fake\hard_10_1111.jpg,600x600,fake,hard,1,1,1,1
252,data\real_and_fake_face\training_fake\hard_110_1110.jpg,600x600,fake,hard,1,1,1,0
253,data\real_and_fake_face\training_fake\hard_111_1111.jpg,600x600,fake,hard,1,1,1,1
254,data\real_and_fake_face\training_fake\hard_112_1111.jpg,600x600,fake,hard,1,1,1,1
255,data\real_and_fake_face\training_fake\hard_113_0011.jpg,600x600,fake,hard,0,0,1,1
256,data\real_and_fake_face\training_fake\hard_114_1111.jpg,600x600,fake,hard,1,1,1,1
257,data\real_and_fake_face\training_fake\hard_115_1110.jpg,600x600,fake,hard,1,1,1,0
258,data\real_and_fake_face\training_fake\hard_116_1101.jpg,600x600,fake,hard,1,1,0,1
259,data\real_and_fake_face\training_fake\hard_117_1110.jpg,600x600,fake,hard,1,1,1,0
260,data\real_and_fake_face\training_fake\hard_118_0111.jpg,600x600,fake,hard,0,1,1,1
261,data\real_and_fake_face\training_fake\hard_119_1100.jpg,600x600,fake,hard,1,1,0,0
262,data\real_and_fake_face\training_fake\hard_11_1100.jpg,600x600,fake,hard,1,1,0,0
263,data\real_and_fake_face\training_fake\hard_120_0011.jpg,600x600,fake,hard,0,0,1,1
264,data\real_and_fake_face\training_fake\hard_121_1100.jpg,600x600,fake,hard,1,1,0,0
265,data\real_and_fake_face\training_fake\hard_122_1100.jpg,600x600,fake,hard,1,1,0,0
266,data\real_and_fake_face\training_fake\hard_123_1111.jpg,600x600,fake,hard,1,1,1,1
267,data\real_and_fake_face\training_fake\hard_124_1100.jpg,600x600,fake,hard,1,1,0,0
268,data\real_and_fake_face\training_fake\hard_125_1100.jpg,600x600,fake,hard,1,1,0,0
269,data\real_and_fake_face\training_fake\hard_126_0111.jpg,600x600,fake,hard,0,1,1,1
270,data\real_and_fake_face\training_fake\hard_127_0011.jpg,600x600,fake,hard,0,0,1,1
271,data\real_and_fake_face\training_fake\hard_128_1111.jpg,600x600,fake,hard,1,1,1,1
272,data\real_and_fake_face\training_fake\hard_129_1111.jpg,600x600,fake,hard,1,1,1,1
273,data\real_and_fake_face\training_fake\hard_12_1101.jpg,600x600,fake,hard,1,1,0,1
274,data\real_and_fake_face\training_fake\hard_130_1111.jpg,600x600,fake,hard,1,1,1,1
275,data\real_and_fake_face\training_fake\hard_131_1000.jpg,600x600,fake,hard,1,0,0,0
276,data\real_and_fake_face\training_fake\hard_132_0111.jpg,600x600,fake,hard,0,1,1,1
277,data\real_and_fake_face\training_fake\hard_133_0001.jpg,600x600,fake,hard,0,0,0,1
278,data\real_and_fake_face\training_fake\hard_134_1100.jpg,600x600,fake,hard,1,1,0,0
279,data\real_and_fake_face\training_fake\hard_135_1101.jpg,600x600,fake,hard,1,1,0,1
280,data\real_and_fake_face\training_fake\hard_136_1101.jpg,600x600,fake,hard,1,1,0,1
281,data\real_and_fake_face\training_fake\hard_137_1001.jpg,600x600,fake,hard,1,0,0,1
282,data\real_and_fake_face\training_fake\hard_138_1101.jpg,600x600,fake,hard,1,1,0,1
283,data\real_and_fake_face\training_fake\hard_139_1011.jpg,600x600,fake,hard,1,0,1,1
284,data\real_and_fake_face\training_fake\hard_13_1111.jpg,600x600,fake,hard,1,1,1,1
285,data\real_and_fake_face\training_fake\hard_140_1111.jpg,600x600,fake,hard,1,1,1,1
286,data\real_and_fake_face\training_fake\hard_141_0100.jpg,600x600,fake,hard,0,1,0,0
287,data\real_and_fake_face\training_fake\hard_142_1110.jpg,600x600,fake,hard,1,1,1,0
288,data\real_and_fake_face\training_fake\hard_143_0100.jpg,600x600,fake,hard,0,1,0,0
289,data\real_and_fake_face\training_fake\hard_144_0011.jpg,600x600,fake,hard,0,0,1,1
290,data\real_and_fake_face\training_fake\hard_145_1100.jpg,600x600,fake,hard,1,1,0,0
